"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FSMMA_genomic","SM2011_genomic"
"group_2107","","putative FAD-linked oxidoreductase","2","2","1","1","4929","","","","1406","1406","1406","JPHAALHC_01417","PPGGGBPO_01606"
"soj_1","","Chromosome-partitioning ATPase Soj","2","2","1","1","4855","","","","716","716","716","JPHAALHC_01492","PPGGGBPO_01532"
"group_2109","asnC_2","Regulatory protein AsnC","2","2","1","1","95","","","","368","368","368","JPHAALHC_01964","PPGGGBPO_01031"
"cycM_2","","Cytochrome c-552","2","2","1","1","6176","","","","368","368","368","JPHAALHC_03962","PPGGGBPO_03859"
"group_2110","","Type IV secretion system protein VirB11","2","2","1","1","6064","","","","989","989","989","JPHAALHC_04072","PPGGGBPO_03752"
"group_2111","","hypothetical protein","2","2","1","1","5472","","","","1646","1646","1646","JPHAALHC_00863","PPGGGBPO_02099"
"occM_2","","Octopine transport system permease protein OccM","2","2","1","1","3628","","","","824","824","824","JPHAALHC_03150","PPGGGBPO_03255"
"group_2113","msmE_1","Multiple sugar-binding protein","2","2","1","1","6755","","","","1301","1301","1301","JPHAALHC_02369","PPGGGBPO_00646"
"group_2114","","Solute-binding protein","2","2","1","1","1315","","","","977","977","977","JPHAALHC_06228","PPGGGBPO_05997"
"group_2115","","hypothetical protein","2","2","1","1","1338","","","","209","209","209","JPHAALHC_06250","PPGGGBPO_05974"
"group_2116","","hypothetical protein","2","2","1","1","1487","","","","842","842","842","JPHAALHC_04887","PPGGGBPO_05827"
"group_2117","","hypothetical protein","2","2","1","1","427","","","","1772","1772","1772","JPHAALHC_02300","PPGGGBPO_00717"
"group_2118","","hypothetical protein","2","2","1","1","2342","","","","290","290","290","JPHAALHC_04087","PPGGGBPO_03737"
"higB-1_2","","Toxin HigB-1","2","2","1","1","6760","","","","242","242","242","JPHAALHC_02364","PPGGGBPO_00651"
"nepI_1","","Purine ribonucleoside efflux pump NepI","2","2","1","1","6175","","","","1190","1289","1239","JPHAALHC_03963","PPGGGBPO_03858"
"thiN","","Thiamine pyrophosphokinase","2","2","1","1","973","","","","650","650","650","JPHAALHC_02502","PPGGGBPO_00448"
"ropA_1","","Outer membrane protein IIIA","2","2","1","1","4144","","","","1049","1049","1049","JPHAALHC_00147","PPGGGBPO_02736"
"tmpC_1","","Membrane lipoprotein TmpC","2","2","1","1","6905","","","","992","992","992","JPHAALHC_02800","PPGGGBPO_00143"
"bcr_1","","Bicyclomycin resistance protein","2","2","1","1","5289","","","","1238","1238","1238","JPHAALHC_01054","PPGGGBPO_01967"
"ureC1","","Urease subunit alpha 1","2","2","1","1","4593","","","","1712","1712","1712","JPHAALHC_01752","PPGGGBPO_01268"
"yfcG_1","","Disulfide-bond oxidoreductase YfcG","2","2","1","1","4134","","","","701","701","701","JPHAALHC_00136","PPGGGBPO_02749"
"group_2126","","hypothetical protein","2","2","1","1","4783","","","","479","479","479","JPHAALHC_01564","PPGGGBPO_01460"
"group_2127","","hypothetical protein","2","2","1","1","2365","","","","287","287","287","JPHAALHC_04108","PPGGGBPO_03713"
"lerI","","L-erythrulose-4-phosphate epimerase","2","2","1","1","4839","","","","767","767","767","JPHAALHC_01508","PPGGGBPO_01516"
"group_2129","","hypothetical protein","2","2","1","1","3707","","","","365","365","365","JPHAALHC_03212","PPGGGBPO_03174"
"group_213","","hypothetical protein","2","2","1","1","6174","","","","350","452","401","JPHAALHC_03964","PPGGGBPO_03857"
"artM_1","","Arginine transport ATP-binding protein ArtM","2","2","1","1","4580","","","","887","887","887","JPHAALHC_01765","PPGGGBPO_01255"
"araC_3","","L-arabonate dehydratase","2","2","1","1","3930","","","","1724","1724","1724","JPHAALHC_03403","PPGGGBPO_02983"
"group_2132","","hypothetical protein","2","2","1","1","5475","","","","497","497","497","JPHAALHC_00860","PPGGGBPO_02102"
"group_2133","","hypothetical protein","2","2","1","1","7153","","","","587","587","587","JPHAALHC_02904","PPGGGBPO_00039"
"pucA_1","","putative xanthine dehydrogenase subunit A","2","2","1","1","5321","","","","332","332","332","JPHAALHC_01022","PPGGGBPO_01999"
"rplI","","50S ribosomal protein L9","2","2","1","1","4225","","","","575","575","575","JPHAALHC_00228","PPGGGBPO_02656"
"gyrB_1","","DNA gyrase subunit B","2","2","1","1","871","","","","2435","2435","2435","JPHAALHC_02600","PPGGGBPO_00346"
"xerC_1","","Tyrosine recombinase XerC","2","2","1","1","4143","","","","1067","1067","1067","JPHAALHC_00146","PPGGGBPO_02739"
"rplJ","","50S ribosomal protein L10","2","2","1","1","5803","","","","587","587","587","JPHAALHC_00526","PPGGGBPO_02437"
"flgA","","Flagella basal body P-ring formation protein FlgA","2","2","1","1","3732","","","","473","473","473","JPHAALHC_03237","PPGGGBPO_03149"
"group_214","gsiA_8","Glutathione import ATP-binding protein GsiA","2","2","1","1","6107","","","","284","371","327","JPHAALHC_04031","PPGGGBPO_03793"
"amtB","","Ammonia channel","2","2","1","1","1034","","","","1355","1355","1355","JPHAALHC_02441","PPGGGBPO_00509"
"ydcV_8","","Inner membrane ABC transporter permease protein YdcV","2","2","1","1","1927","","","","791","791","791","JPHAALHC_05353","PPGGGBPO_05339"
"ftsH","","ATP-dependent zinc metalloprotease FtsH","2","2","1","1","138","","","","1937","1937","1937","JPHAALHC_02007","PPGGGBPO_00987"
"group_2143","","hypothetical protein","2","2","1","1","4063","","","","1472","1472","1472","JPHAALHC_00067","PPGGGBPO_02819"
"frlB_1","","Fructosamine deglycase FrlB","2","2","1","1","357","","","","1013","1013","1013","JPHAALHC_02226","PPGGGBPO_00765"
"ydaM_2","","putative diguanylate cyclase YdaM","2","2","1","1","2169","","","","1208","1208","1208","JPHAALHC_05110","PPGGGBPO_05580"
"group_2146","","putative multidrug-efflux transporter","2","2","1","1","5566","","","","1442","1442","1442","JPHAALHC_00764","PPGGGBPO_02198"
"occP_1","","Octopine permease ATP-binding protein P","2","2","1","1","3631","","","","773","773","773","JPHAALHC_03153","PPGGGBPO_03252"
"acrR_2","","HTH-type transcriptional regulator AcrR","2","2","1","1","5919","","","","602","602","602","JPHAALHC_03758","PPGGGBPO_04087"
"ecfG_1","","ECF RNA polymerase sigma factor EcfG","2","2","1","1","4687","","","","515","515","515","JPHAALHC_01661","PPGGGBPO_01362"
"group_215","","hypothetical protein","2","2","1","1","6103","","","","182","182","182","JPHAALHC_04035","PPGGGBPO_03789"
"group_2150","","hypothetical protein","2","2","1","1","810","","","","593","593","593","JPHAALHC_02666","PPGGGBPO_00279"
"group_2151","","hypothetical protein","2","2","1","1","6735","","","","758","758","758","JPHAALHC_02389","PPGGGBPO_00626"
"pdxA","","4-hydroxythreonine-4-phosphate dehydrogenase","2","2","1","1","4239","","","","1028","1028","1028","JPHAALHC_00242","PPGGGBPO_02642"
"group_2153","","hypothetical protein","2","2","1","1","197","","","","272","272","272","JPHAALHC_02066","PPGGGBPO_00928"
"group_2154","","hypothetical protein","2","2","1","1","4583","","","","1118","1118","1118","JPHAALHC_01762","PPGGGBPO_01258"
"group_2155","","hypothetical protein","2","2","1","1","4045","","","","1562","1562","1562","JPHAALHC_00049","PPGGGBPO_02837"
"tcyB_1","","L-cystine transport system permease protein TcyB","2","2","1","1","947","","","","680","680","680","JPHAALHC_02527","PPGGGBPO_00422"
"ccmC","","Heme exporter protein C","2","2","1","1","991","","","","770","770","770","JPHAALHC_02484","PPGGGBPO_00466"
"folA","","Dihydrofolate reductase","2","2","1","1","15","","","","545","545","545","JPHAALHC_01883","PPGGGBPO_01112"
"group_2159","","hypothetical protein","2","2","1","1","3746","","","","563","563","563","JPHAALHC_03251","PPGGGBPO_03135"
"group_216","","hypothetical protein","2","2","1","1","6099","","","","821","848","834","JPHAALHC_04039","PPGGGBPO_03786"
"group_2160","","hypothetical protein","2","2","1","1","4027","","","","479","479","479","JPHAALHC_00031","PPGGGBPO_02855"
"group_2161","","hypothetical protein","2","2","1","1","59","","","","782","782","782","JPHAALHC_01928","PPGGGBPO_01067"
"purH","","Bifunctional purine biosynthesis protein PurH","2","2","1","1","902","","","","1610","1610","1610","JPHAALHC_02569","PPGGGBPO_00377"
"malK_1","","Maltose/maltodextrin import ATP-binding protein MalK","2","2","1","1","6890","","","","1010","1010","1010","JPHAALHC_02785","PPGGGBPO_00158"
"eltP","","Erythritol/L-threitol-binding protein","2","2","1","1","4825","","","","1445","1445","1445","JPHAALHC_01522","PPGGGBPO_01502"
"group_2165","","hypothetical protein","2","2","1","1","5619","","","","2837","2837","2837","JPHAALHC_00711","PPGGGBPO_02252"
"group_2166","","hypothetical protein","2","2","1","1","1011","","","","878","878","878","JPHAALHC_02464","PPGGGBPO_00486"
"group_2167","","hypothetical protein","2","2","1","1","4319","","","","272","272","272","JPHAALHC_00322","PPGGGBPO_02561"
"kanE_1","","Alpha-D-kanosaminyltransferase","2","2","1","1","5570","","","","1031","1031","1031","JPHAALHC_00760","PPGGGBPO_02202"
"group_2169","","hypothetical protein","2","2","1","1","359","","","","461","461","461","JPHAALHC_02228","PPGGGBPO_00763"
"group_217","","putative peptidase","2","2","1","1","6082","","","","1187","1262","1224","JPHAALHC_04055","PPGGGBPO_03770"
"group_2170","","hypothetical protein","2","2","1","1","5087","","","","587","587","587","JPHAALHC_01256","PPGGGBPO_01766"
"group_2171","","hypothetical protein","2","2","1","1","1048","","","","251","251","251","JPHAALHC_02426","PPGGGBPO_00524"
"group_2172","","hypothetical protein","2","2","1","1","1052","","","","953","953","953","JPHAALHC_02422","PPGGGBPO_00528"
"group_2173","","hypothetical protein","2","2","1","1","3947","","","","593","593","593","JPHAALHC_03451","PPGGGBPO_02936"
"rimP","","Ribosome maturation factor RimP","2","2","1","1","6932","","","","617","617","617","JPHAALHC_02828","PPGGGBPO_00115"
"phzD","","putative isochorismatase","2","2","1","1","5956","","","","650","650","650","JPHAALHC_03794","PPGGGBPO_04049"
"mltB_1","","Membrane-bound lytic murein transglycosylase B","2","2","1","1","6930","","","","1238","1238","1238","JPHAALHC_02826","PPGGGBPO_00117"
"ydcV_4","","Inner membrane ABC transporter permease protein YdcV","2","2","1","1","3787","","","","821","821","821","JPHAALHC_03292","PPGGGBPO_03094"
"group_2178","ybiS_2","putative L,D-transpeptidase YbiS","2","2","1","1","3855","","","","695","695","695","JPHAALHC_03362","PPGGGBPO_03024"
"carD_1","","RNA polymerase-binding transcription factor CarD","2","2","1","1","965","","","","569","569","569","JPHAALHC_02510","PPGGGBPO_00441"
"anr","","Transcriptional activator protein Anr","2","2","1","1","2383","","","","638","680","659","JPHAALHC_04126","PPGGGBPO_03695"
"group_2180","","hypothetical protein","2","2","1","1","1411","","","","815","815","815","JPHAALHC_06323","PPGGGBPO_05902"
"bamA","","Outer membrane protein assembly factor BamA","2","2","1","1","5641","","","","2330","2330","2330","JPHAALHC_00689","PPGGGBPO_02274"
"araC_1","","Arabinose operon regulatory protein","2","2","1","1","4218","","","","857","857","857","JPHAALHC_00221","PPGGGBPO_02663"
"group_2183","","hypothetical protein","2","2","1","1","2360","","","","914","914","914","JPHAALHC_04103","PPGGGBPO_03718"
"group_2184","","hypothetical protein","2","2","1","1","4560","","","","845","845","845","JPHAALHC_01785","PPGGGBPO_01233"
"araB_2","","Ribulokinase","2","2","1","1","4625","","","","1583","1583","1583","JPHAALHC_01720","PPGGGBPO_01300"
"group_2186","","hypothetical protein","2","2","1","1","6759","","","","539","539","539","JPHAALHC_02365","PPGGGBPO_00650"
"group_2187","","hypothetical protein","2","2","1","1","2778","","","","188","188","188","JPHAALHC_05882","PPGGGBPO_06357"
"group_2188","","hypothetical protein","2","2","1","1","972","","","","485","485","485","JPHAALHC_02503","PPGGGBPO_00447"
"envC","","Murein hydrolase activator EnvC","2","2","1","1","1060","","","","1409","1409","1409","JPHAALHC_02414","PPGGGBPO_00536"
"group_219","","hypothetical protein","2","2","1","1","2385","","","","515","530","522","JPHAALHC_04128","PPGGGBPO_03693"
"hisN","","Histidinol-phosphatase","2","2","1","1","227","","","","779","779","779","JPHAALHC_02096","PPGGGBPO_00896"
"group_2191","","putative oxidoreductase","2","2","1","1","5551","","","","884","884","884","JPHAALHC_00779","PPGGGBPO_02183"
"group_2192","rpoH_2","RNA polymerase sigma factor RpoH","2","2","1","1","128","","","","905","905","905","JPHAALHC_01998","PPGGGBPO_00997"
"group_2193","","putative oxidoreductase/MSMEI_2347","2","2","1","1","4957","","","","845","845","845","JPHAALHC_01388","PPGGGBPO_01635"
"trpS","","Tryptophan--tRNA ligase","2","2","1","1","7064","","","","1064","1064","1064","JPHAALHC_02994","PPGGGBPO_03418"
"leuS","","Leucine--tRNA ligase","2","2","1","1","893","","","","2630","2630","2630","JPHAALHC_02578","PPGGGBPO_00368"
"group_2196","","hypothetical protein","2","2","1","1","5213","","","","608","608","608","JPHAALHC_01131","PPGGGBPO_01891"
"group_2197","","hypothetical protein","2","2","1","1","5193","","","","719","719","719","JPHAALHC_01151","PPGGGBPO_01871"
"pcs","","Phosphatidylcholine synthase","2","2","1","1","5459","","","","725","725","725","JPHAALHC_00877","PPGGGBPO_02085"
"group_2199","","hypothetical protein","2","2","1","1","2523","","","","1001","1001","1001","JPHAALHC_06150","PPGGGBPO_06075"
"group_220","","hypothetical protein","2","2","1","1","2388","","","","1181","1208","1194","JPHAALHC_04131","PPGGGBPO_03690"
"dinF","","DNA-damage-inducible protein F","2","2","1","1","3615","","","","1367","1367","1367","JPHAALHC_03137","PPGGGBPO_03268"
"nirQ","","Denitrification regulatory protein NirQ","2","2","1","1","2347","","","","818","818","818","JPHAALHC_04090","PPGGGBPO_03731"
"slt_2","","Soluble lytic murein transglycosylase","2","2","1","1","4878","","","","539","539","539","JPHAALHC_01467","PPGGGBPO_01555"
"group_2203","","hypothetical protein","2","2","1","1","4343","","","","341","341","341","JPHAALHC_00345","PPGGGBPO_02538"
"group_2204","","hypothetical protein","2","2","1","1","476","","","","239","239","239","JPHAALHC_05546","PPGGGBPO_05146"
"dxs_2","","1-deoxy-D-xylulose-5-phosphate synthase","2","2","1","1","3959","","","","1937","1937","1937","JPHAALHC_03462","PPGGGBPO_02924"
"group_2206","","hypothetical protein","2","2","1","1","3546","","","","431","431","431","JPHAALHC_03067","PPGGGBPO_03352"
"rpsN","","30S ribosomal protein S14","2","2","1","1","5779","","","","305","305","305","JPHAALHC_00550","PPGGGBPO_02413"
"group_2208","","Lectin-like protein BA14k","2","2","1","1","5089","","","","467","467","467","JPHAALHC_01254","PPGGGBPO_01768"
"minD_3","","Septum site-determining protein MinD","2","2","1","1","2737","","","","815","815","815","JPHAALHC_05843","PPGGGBPO_04844"
"group_221","","hypothetical protein","2","2","1","1","2335","","","","359","359","359","JPHAALHC_04164","PPGGGBPO_03567"
"group_2210","","hypothetical protein","2","2","1","1","2567","","","","251","251","251","JPHAALHC_06106","PPGGGBPO_06120"
"group_2211","","8-oxoguanine deaminase","2","2","1","1","4464","","","","1493","1493","1493","JPHAALHC_01859","PPGGGBPO_01137"
"fdhD","","Sulfurtransferase FdhD","2","2","1","1","6813","","","","872","872","872","JPHAALHC_02312","PPGGGBPO_00703"
"group_2213","","hypothetical protein","2","2","1","1","4086","","","","1055","1055","1055","JPHAALHC_00089","PPGGGBPO_02796"
"motB","","Motility protein B","2","2","1","1","3743","","","","1184","1184","1184","JPHAALHC_03248","PPGGGBPO_03138"
"group_2215","","hypothetical protein","2","2","1","1","1870","","","","173","173","173","JPHAALHC_05410","PPGGGBPO_05282"
"adk","","Adenylate kinase","2","2","1","1","5771","","","","578","578","578","JPHAALHC_00558","PPGGGBPO_02405"
"rnd_1","","Ribonuclease D","2","2","1","1","6958","","","","626","626","626","JPHAALHC_02856","PPGGGBPO_00087"
"tag","","DNA-3-methyladenine glycosylase 1","2","2","1","1","3857","","","","635","635","635","JPHAALHC_03364","PPGGGBPO_03022"
"group_2219","","hypothetical protein","2","2","1","1","69","","","","128","128","128","JPHAALHC_01938","PPGGGBPO_01057"
"phoB_2","","Phosphate regulon transcriptional regulatory protein PhoB","2","2","1","1","2333","","","","749","749","749","JPHAALHC_04166","PPGGGBPO_03565"
"group_2220","","hypothetical protein","2","2","1","1","2533","","","","632","632","632","JPHAALHC_06140","PPGGGBPO_06085"
"adh_1","","Alcohol dehydrogenase","2","2","1","1","4614","","","","1022","1022","1022","JPHAALHC_01731","PPGGGBPO_01289"
"group_2222","","hypothetical protein","2","2","1","1","3810","","","","188","188","188","JPHAALHC_03316","PPGGGBPO_03070"
"ydjZ","","TVP38/TMEM64 family inner membrane protein YdjZ","2","2","1","1","7014","","","","800","800","800","JPHAALHC_03046","PPGGGBPO_03370"
"group_2224","","putative FAD-linked oxidoreductase","2","2","1","1","934","","","","1421","1421","1421","JPHAALHC_02537","PPGGGBPO_00409"
"yciB","","Intracellular septation protein","2","2","1","1","987","","","","632","632","632","JPHAALHC_02488","PPGGGBPO_00462"
"atpE","","ATP synthase subunit c","2","2","1","1","3916","","","","227","227","227","JPHAALHC_03417","PPGGGBPO_02969"
"group_2227","rhtB_2","Homoserine/homoserine lactone efflux protein","2","2","1","1","275","","","","635","635","635","JPHAALHC_02145","PPGGGBPO_00847"
